date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
01:03:13	63135/63135	---M--	200	added ('OK')	image/png	etag:%22532fc5642815f4394ac1ade5e209eb99%22	https://django-pouyaeti-staticfiles.s3.amazonaws.com/media/document_thumbnails/pouyaeti-wordpress-fundamentals-digital-marketing-course.png	C:/My%20Web%20Sites/Digitalmarketing/django-pouyaeti-staticfiles.s3.amazonaws.com/media/document_thumbnails/pouyaeti-wordpress-fundamentals-digital-marketing-course.png	(from https://pouyaeti.com/digital-marketing-course-workstation/)
01:03:14	41359/41359	---M--	200	added ('OK')	image/png	etag:%222badd42e1f2a5a83225245ff554de22e%22	https://django-pouyaeti-staticfiles.s3.amazonaws.com/media/document_thumbnails/pouyaeti-website-optimization-digital-marketing-course.png	C:/My%20Web%20Sites/Digitalmarketing/django-pouyaeti-staticfiles.s3.amazonaws.com/media/document_thumbnails/pouyaeti-website-optimization-digital-marketing-course.png	(from https://pouyaeti.com/digital-marketing-course-workstation/)
01:03:17	28557/28557	---M--	200	added ('OK')	image/png	etag:%226ed9fa956a58d7e81379ef20845f25b0%22	https://django-pouyaeti-staticfiles.s3.amazonaws.com/media/document_thumbnails/pouyaeti-email-marketing-mailchimp-digital-marketing-course.png	C:/My%20Web%20Sites/Digitalmarketing/django-pouyaeti-staticfiles.s3.amazonaws.com/media/document_thumbnails/pouyaeti-email-marketing-mailchimp-digital-marketing-course.png	(from https://pouyaeti.com/digital-marketing-course-workstation/)
01:03:17	51695/51695	---M--	200	added ('OK')	image/png	etag:%22ccd5dac7b9b3b27bd14a2112535be261%22	https://django-pouyaeti-staticfiles.s3.amazonaws.com/media/document_thumbnails/pouyaeti-copywriting-digital-marketing-course.png	C:/My%20Web%20Sites/Digitalmarketing/django-pouyaeti-staticfiles.s3.amazonaws.com/media/document_thumbnails/pouyaeti-copywriting-digital-marketing-course.png	(from https://pouyaeti.com/digital-marketing-course-workstation/)
01:03:18	67206/67206	---M--	200	added ('OK')	image/png	etag:%22ea4177b96a3940c7e96b523fec31f428%22	https://django-pouyaeti-staticfiles.s3.amazonaws.com/media/document_thumbnails/pouyaeti-SEO-digital-marketing-course.png	C:/My%20Web%20Sites/Digitalmarketing/django-pouyaeti-staticfiles.s3.amazonaws.com/media/document_thumbnails/pouyaeti-SEO-digital-marketing-course.png	(from https://pouyaeti.com/digital-marketing-course-workstation/)
01:03:19	29117/29117	---M--	200	added ('OK')	image/png	etag:%222fdb876ac2c40ca22cf455410b299864%22	https://django-pouyaeti-staticfiles.s3.amazonaws.com/media/document_thumbnails/pouyaeti-instagram-digital-marketing-course.png	C:/My%20Web%20Sites/Digitalmarketing/django-pouyaeti-staticfiles.s3.amazonaws.com/media/document_thumbnails/pouyaeti-instagram-digital-marketing-course.png	(from https://pouyaeti.com/digital-marketing-course-workstation/)
01:03:21	54238/54238	---M--	200	added ('OK')	image/png	etag:%22a0dd49c4047ce326c14e82fdaadb572a%22	https://django-pouyaeti-staticfiles.s3.amazonaws.com/media/document_thumbnails/pouyaeti-facebook-digital-marketing-course.png	C:/My%20Web%20Sites/Digitalmarketing/django-pouyaeti-staticfiles.s3.amazonaws.com/media/document_thumbnails/pouyaeti-facebook-digital-marketing-course.png	(from https://pouyaeti.com/digital-marketing-course-workstation/)
01:03:23	49841/49841	---M--	200	added ('OK')	image/png	etag:%225041fde848d2643ceaf6f57073d0b57d%22	https://django-pouyaeti-staticfiles.s3.amazonaws.com/media/document_thumbnails/pouyaeti-sales-funnels-digital-marketing-course.png	C:/My%20Web%20Sites/Digitalmarketing/django-pouyaeti-staticfiles.s3.amazonaws.com/media/document_thumbnails/pouyaeti-sales-funnels-digital-marketing-course.png	(from https://pouyaeti.com/digital-marketing-course-workstation/)
01:03:23	37755/37755	---M--	200	added ('OK')	image/png	etag:%226f66161be27b5afc740e1a8ba517ea40%22	https://django-pouyaeti-staticfiles.s3.amazonaws.com/media/document_thumbnails/pouyaeti-google-analytics-digital-marketing-course.png	C:/My%20Web%20Sites/Digitalmarketing/django-pouyaeti-staticfiles.s3.amazonaws.com/media/document_thumbnails/pouyaeti-google-analytics-digital-marketing-course.png	(from https://pouyaeti.com/digital-marketing-course-workstation/)
01:03:24	54716/54716	---M--	200	added ('OK')	image/png	etag:%2277eea0665a7ae0defbac3a83ea76b62c%22	https://django-pouyaeti-staticfiles.s3.amazonaws.com/media/document_thumbnails/pouyaeti-email-marketing-linkedin-digital-marketing-course.png	C:/My%20Web%20Sites/Digitalmarketing/django-pouyaeti-staticfiles.s3.amazonaws.com/media/document_thumbnails/pouyaeti-email-marketing-linkedin-digital-marketing-course.png	(from https://pouyaeti.com/digital-marketing-course-workstation/)
01:03:26	53309/53309	---M--	200	added ('OK')	image/png	etag:%220d48da6a11e078da8d9082091e607b27%22	https://django-pouyaeti-staticfiles.s3.amazonaws.com/media/document_thumbnails/pouyaeti-youtube-digital-marketing-course.png	C:/My%20Web%20Sites/Digitalmarketing/django-pouyaeti-staticfiles.s3.amazonaws.com/media/document_thumbnails/pouyaeti-youtube-digital-marketing-course.png	(from https://pouyaeti.com/digital-marketing-course-workstation/)
01:03:27	48711/48711	---M--	200	added ('OK')	image/png	etag:%2223c702a9f72646e756211b381f447ee3%22	https://django-pouyaeti-staticfiles.s3.amazonaws.com/media/document_thumbnails/pouyaeti-tiktok-digital-marketing-course.png	C:/My%20Web%20Sites/Digitalmarketing/django-pouyaeti-staticfiles.s3.amazonaws.com/media/document_thumbnails/pouyaeti-tiktok-digital-marketing-course.png	(from https://pouyaeti.com/digital-marketing-course-workstation/)
01:03:28	32726/32726	---M--	200	added ('OK')	image/png	etag:%228b129e43f15481fc6b8ad36a86ec9145%22	https://django-pouyaeti-staticfiles.s3.amazonaws.com/media/document_thumbnails/pouyaeti-google-ads-digital-marketing-course.png	C:/My%20Web%20Sites/Digitalmarketing/django-pouyaeti-staticfiles.s3.amazonaws.com/media/document_thumbnails/pouyaeti-google-ads-digital-marketing-course.png	(from https://pouyaeti.com/digital-marketing-course-workstation/)
01:03:29	37605/37605	---M--	200	added ('OK')	image/png	etag:%224a6ec47579ec086000283101a40d8071%22	https://django-pouyaeti-staticfiles.s3.amazonaws.com/media/document_thumbnails/pouyaeti-pinterest-digital-marketing-course.png	C:/My%20Web%20Sites/Digitalmarketing/django-pouyaeti-staticfiles.s3.amazonaws.com/media/document_thumbnails/pouyaeti-pinterest-digital-marketing-course.png	(from https://pouyaeti.com/digital-marketing-course-workstation/)
01:03:31	58932/58932	---M--	200	added ('OK')	image/png	etag:%2274eea5451f6d624ee655c738b0b60191%22	https://django-pouyaeti-staticfiles.s3.amazonaws.com/media/document_thumbnails/pouyaeti-mindset-digital-marketing-course.png	C:/My%20Web%20Sites/Digitalmarketing/django-pouyaeti-staticfiles.s3.amazonaws.com/media/document_thumbnails/pouyaeti-mindset-digital-marketing-course.png	(from https://pouyaeti.com/digital-marketing-course-workstation/)
01:03:31	16045/16045	---M--	200	added ('OK')	image/png	etag:%227a065267807603d82b05687246d51198%22	https://django-pouyaeti-staticfiles.s3.amazonaws.com/media/book_images/Building-a-StoryBrand_1.png	C:/My%20Web%20Sites/Digitalmarketing/django-pouyaeti-staticfiles.s3.amazonaws.com/media/book_images/Building-a-StoryBrand_1.png	(from https://pouyaeti.com/digital-marketing-course-workstation/)
01:03:33	40340/40340	---M--	200	added ('OK')	image/png	etag:%22fda69ef43430f8281455ee19c875fdab%22	https://django-pouyaeti-staticfiles.s3.amazonaws.com/media/book_images/Contagious-why_things_catch_on.png	C:/My%20Web%20Sites/Digitalmarketing/django-pouyaeti-staticfiles.s3.amazonaws.com/media/book_images/Contagious-why_things_catch_on.png	(from https://pouyaeti.com/digital-marketing-course-workstation/)
01:03:34	36444/36444	---M--	200	added ('OK')	image/jpeg	etag:%227f2ff925785bf6e6ae68da226ded26a7%22	https://django-pouyaeti-staticfiles.s3.amazonaws.com/media/book_images/influence-the_psychology_of_persuasion.jpg	C:/My%20Web%20Sites/Digitalmarketing/django-pouyaeti-staticfiles.s3.amazonaws.com/media/book_images/influence-the_psychology_of_persuasion.jpg	(from https://pouyaeti.com/digital-marketing-course-workstation/)
01:03:36	45021/45021	---M--	200	added ('OK')	image/png	etag:%225a1507a3e5c9d35a623d5e51cbc875d0%22	https://django-pouyaeti-staticfiles.s3.amazonaws.com/media/book_images/How-to-Win-Friends-and-Influence-People.png	C:/My%20Web%20Sites/Digitalmarketing/django-pouyaeti-staticfiles.s3.amazonaws.com/media/book_images/How-to-Win-Friends-and-Influence-People.png	(from https://pouyaeti.com/digital-marketing-course-workstation/)
01:03:36	9155/9155	---M--	200	added ('OK')	image/png	etag:%22f666da1ab0c874e708ea5e962a9d77fc%22	https://django-pouyaeti-staticfiles.s3.amazonaws.com/media/discord_icons/pouyaeti_digital_marketing_crew-_students_community.png	C:/My%20Web%20Sites/Digitalmarketing/django-pouyaeti-staticfiles.s3.amazonaws.com/media/discord_icons/pouyaeti_digital_marketing_crew-_students_community.png	(from https://pouyaeti.com/digital-marketing-course-workstation/)
01:03:38	43494/43494	---M--	200	added ('OK')	image/png	etag:%221a2dc6c55cffd9776aae1b8d44031d82%22	https://django-pouyaeti-staticfiles.s3.amazonaws.com/media/discord_images/Discord-group-Digital-Marketing-Crew-1.png	C:/My%20Web%20Sites/Digitalmarketing/django-pouyaeti-staticfiles.s3.amazonaws.com/media/discord_images/Discord-group-Digital-Marketing-Crew-1.png	(from https://pouyaeti.com/digital-marketing-course-workstation/)
01:03:39	6053/6053	---M--	200	added ('OK')	image/png	etag:%22fe879e7cd61bd0285550171762a16bca%22	https://django-pouyaeti-staticfiles.s3.amazonaws.com/static/images/social-ch/youtube-logo-pouyaeti.png	C:/My%20Web%20Sites/Digitalmarketing/django-pouyaeti-staticfiles.s3.amazonaws.com/static/images/social-ch/youtube-logo-pouyaeti.png	(from https://pouyaeti.com/digital-marketing-course-workstation/)
01:03:41	95097/95097	---M--	200	added ('OK')	image/png	etag:%2254ae8d512ac57239cfc9c6036e675b9a%22	https://django-pouyaeti-staticfiles.s3.amazonaws.com/static/images/social-ch/youtube-channel.png	C:/My%20Web%20Sites/Digitalmarketing/django-pouyaeti-staticfiles.s3.amazonaws.com/static/images/social-ch/youtube-channel.png	(from https://pouyaeti.com/digital-marketing-course-workstation/)
01:03:42	21076/21076	---M--	200	added ('OK')	image/png	etag:%22c80ae7e4d1270e927f90b22647ab707b%22	https://django-pouyaeti-staticfiles.s3.amazonaws.com/static/images/social-ch/X-logo-pouyaeti.png	C:/My%20Web%20Sites/Digitalmarketing/django-pouyaeti-staticfiles.s3.amazonaws.com/static/images/social-ch/X-logo-pouyaeti.png	(from https://pouyaeti.com/digital-marketing-course-workstation/)
01:03:43	78989/78989	---M--	200	added ('OK')	image/png	etag:%22bbbc2432890d8c182c3c85c38fb0328c%22	https://django-pouyaeti-staticfiles.s3.amazonaws.com/static/images/social-ch/X-twitter-page.png	C:/My%20Web%20Sites/Digitalmarketing/django-pouyaeti-staticfiles.s3.amazonaws.com/static/images/social-ch/X-twitter-page.png	(from https://pouyaeti.com/digital-marketing-course-workstation/)
01:03:44	17273/17273	---M--	200	added ('OK')	image/png	etag:%22f7289ba97f1bc491e8cbc7f7de90f235%22	https://django-pouyaeti-staticfiles.s3.amazonaws.com/static/images/social-ch/instagram-logo-pouyaeti.png	C:/My%20Web%20Sites/Digitalmarketing/django-pouyaeti-staticfiles.s3.amazonaws.com/static/images/social-ch/instagram-logo-pouyaeti.png	(from https://pouyaeti.com/digital-marketing-course-workstation/)
01:03:47	15051/15051	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2008%20Feb%202025%2009:03:47%20GMT	https://pouyaeti.com/digital-marketing-course-workstation/a	C:/My%20Web%20Sites/Digitalmarketing/pouyaeti.com/digital-marketing-course-workstation/a.23.delayed	(from https://connect.facebook.net/en_US/fbevents.js)
01:03:47	15051/15051	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2008%20Feb%202025%2009:03:48%20GMT	https://pouyaeti.com/digital-marketing-course-workstation/POST	C:/My%20Web%20Sites/Digitalmarketing/pouyaeti.com/digital-marketing-course-workstation/POST	(from https://connect.facebook.net/en_US/fbevents.js)
01:03:48	85874/85874	---M--	200	added ('OK')	image/png	etag:%22e153eab5ed4811847bd30d27b77591c6%22	https://django-pouyaeti-staticfiles.s3.amazonaws.com/static/images/social-ch/Instagram-page.png	C:/My%20Web%20Sites/Digitalmarketing/django-pouyaeti-staticfiles.s3.amazonaws.com/static/images/social-ch/Instagram-page.png	(from https://pouyaeti.com/digital-marketing-course-workstation/)
01:03:48	15051/15051	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2008%20Feb%202025%2009:03:49%20GMT	https://pouyaeti.com/digital-marketing-course-workstation/b.resolvedLink	C:/My%20Web%20Sites/Digitalmarketing/pouyaeti.com/digital-marketing-course-workstation/b.resolvedLink	(from https://connect.facebook.net/en_US/fbevents.js)
01:03:48	15051/15051	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2008%20Feb%202025%2009:03:49%20GMT	https://pouyaeti.com/signals/iwl.js	C:/My%20Web%20Sites/Digitalmarketing/pouyaeti.com/signals/iwl.js	(from https://connect.facebook.net/en_US/fbevents.js)
01:03:49	15051/15051	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2008%20Feb%202025%2009:03:49%20GMT	https://pouyaeti.com/digital-marketing-course-workstation/schema.org/	C:/My%20Web%20Sites/Digitalmarketing/pouyaeti.com/digital-marketing-course-workstation/schema.org/index.html	(from https://connect.facebook.net/en_US/fbevents.js)
